"ENTITY_CD","ENTITY_NAME","YEAR","SUBJECT","NO_NYSTP","NYSESLAT_NO_NYSTP"
"081003040003","UNADILLA VALLEY CENTRAL SCHOOL",2013,"Grade 5 ELA",1,1
"091200010000","PLATTSBURGH CITY SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"091200010000","PLATTSBURGH CITY SCHOOL DISTRICT",2013,"Grade 7 ELA",2,2
"091200010004","OAK STREET SCHOOL",2013,"Grade 4 ELA",1,1
"091200010005","STAFFORD MIDDLE SCHOOL",2013,"Grade 7 ELA",2,2
"101300010000","HUDSON CITY SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"101300010000","HUDSON CITY SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"101300010003","MONTGOMERY C SMITH INTERMEDIATE SCHOOL",2013,"Grade 3 ELA",1,1
"101300010003","MONTGOMERY C SMITH INTERMEDIATE SCHOOL",2013,"Grade 4 ELA",1,1
"101401040000","KINDERHOOK CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",3,3
"101401040006","ICHABOD CRANE MIDDLE SCHOOL",2013,"Grade 6 ELA",3,3
"111111111111","All Public Schools",2013,"Grade 3 ELA",1571,1601
"111111111111","All Public Schools",2013,"Grade 4 ELA",1579,1599
"111111111111","All Public Schools",2013,"Grade 5 ELA",1652,1673
"111111111111","All Public Schools",2013,"Grade 6 ELA",1689,1714
"111111111111","All Public Schools",2013,"Grade 7 ELA",1735,1764
"111111111111","All Public Schools",2013,"Grade 8 ELA",1603,1651
"130200010000","BEACON CITY SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"130200010000","BEACON CITY SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"130200010000","BEACON CITY SCHOOL DISTRICT",2013,"Grade 8 ELA",1,
"130200010003","GLENHAM SCHOOL",2013,"Grade 5 ELA",1,1
"130200010004","ROMBOUT MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"130200010004","ROMBOUT MIDDLE SCHOOL",2013,"Grade 8 ELA",1,
"131101040000","NORTHEAST CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"131101040007","EUGENE BROOKS MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"131201040000","PAWLING CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"131201040000","PAWLING CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"131201040001","PAWLING ELEMENTARY SCHOOL",2013,"Grade 3 ELA",1,1
"131201040003","PAWLING MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2013,"Grade 3 ELA",2,3
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2013,"Grade 4 ELA",3,3
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2013,"Grade 5 ELA",2,2
"131500010001","WARRING MAGNET ACADEMY OF SCIENCE AND TECHNOLOGY",2013,"Grade 3 ELA",,1
"131500010006","G W KRIEGER SCHOOL",2013,"Grade 3 ELA",2,2
"131500010006","G W KRIEGER SCHOOL",2013,"Grade 4 ELA",3,3
"131500010006","G W KRIEGER SCHOOL",2013,"Grade 5 ELA",2,2
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",2,1
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",3,3
"131601060007","ARLINGTON MIDDLE SCHOOL",2013,"Grade 7 ELA",2,1
"131601060007","ARLINGTON MIDDLE SCHOOL",2013,"Grade 8 ELA",3,3
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"131602020001","HAGAN SCHOOL",2013,"Grade 3 ELA",1,1
"131602020001","HAGAN SCHOOL",2013,"Grade 4 ELA",1,1
"131602020004","ORVILLE A TODD MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"131602020004","ORVILLE A TODD MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",1,1
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT",2013,"Grade 8 ELA",1,1
"131701060004","LINDEN AVENUE MIDDLE SCHOOL",2013,"Grade 6 ELA",1,1
"131701060004","LINDEN AVENUE MIDDLE SCHOOL",2013,"Grade 7 ELA",1,1
"131701060004","LINDEN AVENUE MIDDLE SCHOOL",2013,"Grade 8 ELA",1,1
"131701060006","MILL ROAD-INTERMEDIATE GRADES",2013,"Grade 3 ELA",1,1
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",3,3
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2013,"Grade 7 ELA",1,1
"132101060001","BRINCKERHOFF ELEMENTARY SCHOOL",2013,"Grade 4 ELA",1,1
"132101060001","BRINCKERHOFF ELEMENTARY SCHOOL",2013,"Grade 5 ELA",1,1
"132101060010","WAPPINGERS JUNIOR HIGH SCHOOL",2013,"Grade 7 ELA",1,1
"132101060013","MYERS CORNERS SCHOOL",2013,"Grade 6 ELA",3,3
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",1,1
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",1,1
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2013,"Grade 5 ELA",1,1
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",2,2
"140201060001","AMHERST MIDDLE SCHOOL",2013,"Grade 6 ELA",2,2
"140201060006","WINDERMERE BLVD SCHOOL",2013,"Grade 3 ELA",1,1
"140201060006","WINDERMERE BLVD SCHOOL",2013,"Grade 4 ELA",1,1
"140201060006","WINDERMERE BLVD SCHOOL",2013,"Grade 5 ELA",1,1
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2013,"Grade 3 ELA",3,3
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2013,"Grade 4 ELA",5,5
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2013,"Grade 6 ELA",2,2
