"DISTRICT_BEDS","DISTRICT_NAME","DISTRICT_NEEDS","PER_PUPIL_EXPENDITURE","DISTRICT_ID","HEDI"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3026350","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3027481","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3027554","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3028108","Highly Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3028547","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3029233","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3029578","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3029710","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3029924","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3029979","Suppressed"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3030005","Highly Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3030178","Highly Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3030422","Highly Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3032756","Suppressed"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3033904","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3035162","Suppressed"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3035871","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3036190","Suppressed"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3037030","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3037387","Highly Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3039674","Effective"
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3041685","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3000023","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3001069","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3001691","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3002421","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3002718","Ineffective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3002958","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3003292","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3003562","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3004459","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3004851","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3005934","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3006081","Ineffective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3006155","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3006717","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3006810","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3007043","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3007604","Ineffective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3007909","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3007947","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3010356","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3010580","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3010797","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3011129","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3012086","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3012136","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3012556","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3012772","Ineffective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3013286","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3014672","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3015570","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3016666","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3018227","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3018408","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3018909","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3019449","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3019737","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3020407","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3020805","Ineffective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3021142","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3022874","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3023152","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3024101","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3024211","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3024937","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3025138","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3025540","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3025729","Ineffective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3025845","Ineffective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3025916","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3027370","Ineffective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3027599","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3028032","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3028261","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3028483","Ineffective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3028486","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3029218","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3029610","Ineffective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3029760","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3029799","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3030538","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3030569","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3031580","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3031587","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3031962","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3032139","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3032992","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3033088","Ineffective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3033469","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3033718","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3036006","Ineffective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3036009","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3036156","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3036701","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3036706","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3037210","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3037735","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3038514","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3038577","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3038627","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3038770","Effective"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3039697","Suppressed"
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3040223","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3001764","Suppressed"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3001787","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3001896","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3003042","Suppressed"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3004108","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3006126","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3007800","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3007894","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3008056","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3008227","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3008272","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3010044","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3010440","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3011623","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3013475","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3014190","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3015943","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3016500","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3016972","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3016998","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3017822","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3018479","Suppressed"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3019007","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3019049","Suppressed"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3020406","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3022062","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3022586","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3022883","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3023247","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3025245","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3026236","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3026322","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3026648","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3027441","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3028580","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3029018","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3029831","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3030865","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3031250","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3031639","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3031859","Suppressed"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3032124","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3032912","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3033741","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3034934","Effective"
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","Low Needs","Medium","3037126","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3000831","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3001793","Developing"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3002358","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3002593","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3005135","Suppressed"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3005178","Suppressed"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3005397","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3005982","Developing"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3007957","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3008031","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3008679","Developing"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3009751","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3009848","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3010132","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3011508","Suppressed"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3011959","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3011982","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3012000","Suppressed"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3012954","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3014085","Developing"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3014666","Developing"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3014738","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3014746","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3015360","Developing"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3016298","Developing"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3016954","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3017152","Suppressed"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3018080","Developing"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3019377","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3019810","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3020086","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3021117","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3021158","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3021498","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3022817","Effective"
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","Average Needs","Low","3024121","Effective"
